Metabolite,Amplitude,SD,Phase,Damping,DFreq,Noise_from_LastPts,Estimated_CRB,Workflow,Signal
MM37,4.9406E0,1.1373E1,0.0000E0,3.0000E1,-8.0000E0,3.3262E-2,3.7828E-1,2023-11-13_09:47:20,Rec004_Vox1_quest2
MM39,4.9406E0,1.1373E1,0.0000E0,3.0000E1,-8.0000E0,3.3262E-2,3.7828E-1,2023-11-13_09:47:20,Rec004_Vox1_quest2
MM079,8.0285E0,1.8481E1,0.0000E0,3.0000E1,3.5143E0,3.3262E-2,6.1470E-1,2023-11-13_09:47:20,Rec004_Vox1_quest2
MM087,8.0285E0,1.8481E1,0.0000E0,3.0000E1,3.5143E0,3.3262E-2,6.1470E-1,2023-11-13_09:47:20,Rec004_Vox1_quest2
MM167,1.1289E1,2.6732E1,0.0000E0,3.0000E1,-8.0000E0,3.3262E-2,8.8917E-1,2023-11-13_09:47:20,Rec004_Vox1_quest2
MM181,1.1854E1,2.8069E1,0.0000E0,3.0000E1,-8.0000E0,3.3262E-2,9.3363E-1,2023-11-13_09:47:20,Rec004_Vox1_quest2
PCh,3.2953E-1,1.1689E0,0.0000E0,2.9346E1,-8.0000E0,0.0000E0,3.6175E-2,2023-11-13_09:47:20,Rec020_Vox1_quest2
NAAG,8.5320E-1,8.8016E-1,0.0000E0,2.9346E1,-6.7890E0,3.0948E-2,2.7239E-2,2023-11-13_09:47:20,Rec020_Vox1_quest2
NAA,4.2660E0,4.4008E0,0.0000E0,2.9346E1,-6.7890E0,3.0948E-2,1.3620E-1,2023-11-13_09:47:20,Rec020_Vox1_quest2
GPC,2.9658E-1,1.0520E0,0.0000E0,2.9346E1,-8.0000E0,3.0948E-2,3.2558E-2,2023-11-13_09:47:20,Rec020_Vox1_quest2
Tau,2.9886E0,6.3462E0,0.0000E0,2.9346E1,-6.8189E0,3.0948E-2,1.9640E-1,2023-11-13_09:47:20,Rec020_Vox1_quest2
Asp,2.7331E0,9.9450E0,0.0000E0,2.9346E1,-8.0000E0,3.0948E-2,3.0778E-1,2023-11-13_09:47:20,Rec020_Vox1_quest2
PE,1.2526E0,5.1886E0,0.0000E0,2.9346E1,5.4851E0,3.0948E-2,1.6058E-1,2023-11-13_09:47:20,Rec020_Vox1_quest2
Lac,5.0437E0,1.0044E1,0.0000E0,2.9346E1,8.0000E0,3.0948E-2,3.1085E-1,2023-11-13_09:47:20,Rec020_Vox1_quest2
Ala,4.4026E-1,4.8740E0,0.0000E0,2.9346E1,8.0000E0,3.0948E-2,1.5084E-1,2023-11-13_09:47:20,Rec020_Vox1_quest2
Gly,5.5952E-1,9.7627E-1,0.0000E0,2.9346E1,-4.2404E0,3.0948E-2,3.0214E-2,2023-11-13_09:47:20,Rec020_Vox1_quest2
mI,2.7976E0,4.8814E0,0.0000E0,2.9346E1,-4.2404E0,3.0948E-2,1.5107E-1,2023-11-13_09:47:20,Rec020_Vox1_quest2
GABA,7.3410E-1,5.5305E0,0.0000E0,2.9346E1,-8.0000E0,3.0948E-2,1.7116E-1,2023-11-13_09:47:20,Rec020_Vox1_quest2
Gln,2.5482E0,5.2017E0,0.0000E0,2.9346E1,-3.5462E0,3.0948E-2,1.6098E-1,2023-11-13_09:47:20,Rec020_Vox1_quest2
Glu,6.7611E0,7.2795E0,0.0000E0,2.9346E1,-3.5462E0,3.0948E-2,2.2528E-1,2023-11-13_09:47:20,Rec020_Vox1_quest2
Glc,1.6275E0,5.5038E0,0.0000E0,2.9346E1,-5.1605E-1,3.0948E-2,1.7033E-1,2023-11-13_09:47:20,Rec020_Vox1_quest2
PCr,1.7926E0,6.5572E0,0.0000E0,2.9346E1,-8.0000E0,3.0948E-2,2.0293E-1,2023-11-13_09:47:20,Rec020_Vox1_quest2
Cre,1.9918E0,7.2857E0,0.0000E0,2.9346E1,-8.0000E0,3.0948E-2,2.2548E-1,2023-11-13_09:47:20,Rec020_Vox1_quest2
water1,3.4915E-1,1.2640E0,1.5611E2,2.9346E1,-3.1630E0,3.0948E-2,3.9119E-2,2023-11-13_09:47:20,Rec020_Vox1_quest2
water2,1.6119E0,2.3495E0,-8.4275E1,2.9346E1,-3.1630E0,3.0948E-2,7.2712E-2,2023-11-13_09:47:20,Rec020_Vox1_quest2
water3,1.1429E0,1.8663E0,1.0440E2,2.9346E1,-3.1630E0,3.0948E-2,5.7757E-2,2023-11-13_09:47:20,Rec020_Vox1_quest2
MM09,4.1284E0,1.2493E1,0.0000E0,2.9346E1,5.1453E0,3.0948E-2,3.8662E-1,2023-11-13_09:47:20,Rec020_Vox1_quest2
MM12,4.1202E0,1.4991E1,0.0000E0,2.9346E1,8.0000E0,3.0948E-2,4.6394E-1,2023-11-13_09:47:20,Rec020_Vox1_quest2
MM14,4.2869E0,1.4727E1,0.0000E0,2.9346E1,8.0000E0,3.0948E-2,4.5578E-1,2023-11-13_09:47:20,Rec020_Vox1_quest2
MM19,4.1284E0,1.2493E1,0.0000E0,2.9346E1,8.0000E0,3.0948E-2,3.8662E-1,2023-11-13_09:47:20,Rec020_Vox1_quest2
MM20,3.3027E0,9.9940E0,0.0000E0,2.9346E1,8.0000E0,3.0948E-2,3.0929E-1,2023-11-13_09:47:20,Rec020_Vox1_quest2
MM22,4.1284E0,1.2493E1,0.0000E0,2.9346E1,8.0000E0,3.0948E-2,3.8662E-1,2023-11-13_09:47:20,Rec020_Vox1_quest2
MM27,4.1284E0,1.2493E1,0.0000E0,2.9346E1,8.0000E0,3.0948E-2,3.8662E-1,2023-11-13_09:47:20,Rec020_Vox1_quest2
MM30,4.1284E0,1.2493E1,0.0000E0,2.9346E1,8.0000E0,3.0948E-2,3.8662E-1,2023-11-13_09:47:20,Rec020_Vox1_quest2
MM32,4.1284E0,1.2493E1,0.0000E0,2.9346E1,8.0000E0,3.0948E-2,3.8662E-1,2023-11-13_09:47:20,Rec020_Vox1_quest2
MM37,3.3027E0,9.9940E0,0.0000E0,2.9346E1,8.0000E0,3.0948E-2,3.0929E-1,2023-11-13_09:47:20,Rec020_Vox1_quest2
MM39,4.5153E0,1.0094E1,0.0000E0,2.9346E1,8.0000E0,3.0948E-2,3.1238E-1,2023-11-13_09:47:20,Rec020_Vox1_quest2
MM079,2.8899E0,8.7448E0,0.0000E0,2.9346E1,5.1453E0,3.0948E-2,2.7063E-1,2023-11-13_09:47:20,Rec020_Vox1_quest2
MM087,5.3669E0,1.6240E1,0.0000E0,2.9346E1,5.1453E0,3.0948E-2,5.0260E-1,2023-11-13_09:47:20,Rec020_Vox1_quest2
MM167,6.5063E0,2.7863E1,0.0000E0,2.9346E1,-8.0000E0,3.0948E-2,8.6231E-1,2023-11-13_09:47:20,Rec020_Vox1_quest2
MM181,6.1810E0,2.6470E1,0.0000E0,2.9346E1,-8.0000E0,3.0948E-2,8.1920E-1,2023-11-13_09:47:20,Rec020_Vox1_quest2
PCh,2.6428E-1,1.2619E0,0.0000E0,3.0000E1,-8.0000E0,0.0000E0,4.6685E-2,2023-11-13_09:47:20,Rec018_Vox1_quest2
NAAG,9.4534E-1,1.5225E0,0.0000E0,3.0000E1,-8.0000E0,3.6995E-2,5.6325E-2,2023-11-13_09:47:20,Rec018_Vox1_quest2
NAA,4.7267E0,7.6125E0,0.0000E0,3.0000E1,-8.0000E0,3.6995E-2,2.8162E-1,2023-11-13_09:47:20,Rec018_Vox1_quest2
GPC,2.3785E-1,1.1357E0,0.0000E0,3.0000E1,-8.0000E0,3.6995E-2,4.2016E-2,2023-11-13_09:47:20,Rec018_Vox1_quest2
Tau,3.8400E0,6.4082E0,0.0000E0,3.0000E1,-8.0000E0,3.6995E-2,2.3707E-1,2023-11-13_09:47:20,Rec018_Vox1_quest2
Asp,2.6089E0,1.1103E1,0.0000E0,3.0000E1,-8.0000E0,3.6995E-2,4.1076E-1,2023-11-13_09:47:20,Rec018_Vox1_quest2
PE,1.0214E0,5.0352E0,0.0000E0,3.0000E1,5.2197E0,3.6995E-2,1.8628E-1,2023-11-13_09:47:20,Rec018_Vox1_quest2
Lac,4.9969E0,1.0172E1,0.0000E0,3.0000E1,-1.3817E0,3.6995E-2,3.7630E-1,2023-11-13_09:47:20,Rec018_Vox1_quest2
Ala,1.0873E0,4.5480E0,0.0000E0,3.0000E1,-1.3817E0,3.6995E-2,1.6825E-1,2023-11-13_09:47:20,Rec018_Vox1_quest2
Gly,6.5011E-1,9.9508E-1,0.0000E0,3.0000E1,-7.4498E0,3.6995E-2,3.6813E-2,2023-11-13_09:47:20,Rec018_Vox1_quest2
mI,3.2506E0,4.9754E0,0.0000E0,3.0000E1,-7.4498E0,3.6995E-2,1.8407E-1,2023-11-13_09:47:20,Rec018_Vox1_quest2
GABA,2.5376E0,5.7168E0,0.0000E0,3.0000E1,-8.0000E0,3.6995E-2,2.1149E-1,2023-11-13_09:47:20,Rec018_Vox1_quest2
Gln,3.5169E0,5.2226E0,0.0000E0,3.0000E1,-6.9860E0,3.6995E-2,1.9321E-1,2023-11-13_09:47:20,Rec018_Vox1_quest2
Glu,6.3565E0,6.9850E0,0.0000E0,3.0000E1,-6.9860E0,3.6995E-2,2.5841E-1,2023-11-13_09:47:20,Rec018_Vox1_quest2
Glc,1.9703E0,5.4402E0,0.0000E0,3.0000E1,-2.1238E0,3.6995E-2,2.0126E-1,2023-11-13_09:47:20,Rec018_Vox1_quest2
PCr,1.3759E0,6.2873E0,0.0000E0,3.0000E1,-8.0000E0,3.6995E-2,2.3260E-1,2023-11-13_09:47:20,Rec018_Vox1_quest2
Cre,1.4538E0,6.4510E0,0.0000E0,3.0000E1,-8.0000E0,3.6995E-2,2.3866E-1,2023-11-13_09:47:20,Rec018_Vox1_quest2
water1,3.1810E-1,1.0240E0,-1.4525E2,3.0000E1,8.0000E0,3.6995E-2,3.7882E-2,2023-11-13_09:47:20,Rec018_Vox1_quest2
water2,3.0410E-1,1.6768E0,8.2117E0,3.0000E1,8.0000E0,3.6995E-2,6.2032E-2,2023-11-13_09:47:20,Rec018_Vox1_quest2
water3,1.1438E-1,1.0537E0,1.0515E2,3.0000E1,8.0000E0,3.6995E-2,3.8981E-2,2023-11-13_09:47:20,Rec018_Vox1_quest2
MM09,6.7441E0,1.4876E1,0.0000E0,3.0000E1,4.9247E0,3.6995E-2,5.5033E-1,2023-11-13_09:47:20,Rec018_Vox1_quest2
MM12,8.0929E0,1.7851E1,0.0000E0,3.0000E1,-8.0000E0,3.6995E-2,6.6040E-1,2023-11-13_09:47:20,Rec018_Vox1_quest2
MM14,8.0929E0,1.7851E1,0.0000E0,3.0000E1,-8.0000E0,3.6995E-2,6.6040E-1,2023-11-13_09:47:20,Rec018_Vox1_quest2
MM19,6.7441E0,1.4876E1,0.0000E0,3.0000E1,-8.0000E0,3.6995E-2,5.5033E-1,2023-11-13_09:47:20,Rec018_Vox1_quest2
MM20,6.1666E0,1.3638E1,0.0000E0,3.0000E1,-8.0000E0,3.6995E-2,5.0453E-1,2023-11-13_09:47:20,Rec018_Vox1_quest2
MM22,6.7441E0,1.4876E1,0.0000E0,3.0000E1,-8.0000E0,3.6995E-2,5.5033E-1,2023-11-13_09:47:20,Rec018_Vox1_quest2
MM27,6.7441E0,1.4876E1,0.0000E0,3.0000E1,-8.0000E0,3.6995E-2,5.5033E-1,2023-11-13_09:47:20,Rec018_Vox1_quest2
MM30,6.7441E0,1.4876E1,0.0000E0,3.0000E1,-8.0000E0,3.6995E-2,5.5033E-1,2023-11-13_09:47:20,Rec018_Vox1_quest2
MM32,6.7441E0,1.4876E1,0.0000E0,3.0000E1,-8.0000E0,3.6995E-2,5.5033E-1,2023-11-13_09:47:20,Rec018_Vox1_quest2
MM37,5.3953E0,1.1901E1,0.0000E0,3.0000E1,-8.0000E0,3.6995E-2,4.4026E-1,2023-11-13_09:47:20,Rec018_Vox1_quest2
MM39,5.3953E0,1.1901E1,0.0000E0,3.0000E1,-8.0000E0,3.6995E-2,4.4026E-1,2023-11-13_09:47:20,Rec018_Vox1_quest2
MM079,8.7673E0,1.9338E1,0.0000E0,3.0000E1,4.9247E0,3.6995E-2,7.1543E-1,2023-11-13_09:47:20,Rec018_Vox1_quest2
MM087,8.7673E0,1.9338E1,0.0000E0,3.0000E1,4.9247E0,3.6995E-2,7.1543E-1,2023-11-13_09:47:20,Rec018_Vox1_quest2
MM167,1.2994E1,2.6386E1,0.0000E0,3.0000E1,-8.0000E0,3.6995E-2,9.7614E-1,2023-11-13_09:47:20,Rec018_Vox1_quest2
MM181,1.3643E1,2.7705E1,0.0000E0,3.0000E1,-8.0000E0,3.6995E-2,1.0249E0,2023-11-13_09:47:20,Rec018_Vox1_quest2
PCh,3.2883E-1,1.4230E0,0.0000E0,3.0000E1,-8.0000E0,0.0000E0,7.0749E-2,2023-11-13_09:47:20,Rec003_Vox2_quest2
NAAG,1.1419E0,1.5712E0,0.0000E0,3.0000E1,-6.8274E0,4.9719E-2,7.8118E-2,2023-11-13_09:47:20,Rec003_Vox2_quest2
NAA,5.7093E0,7.8559E0,0.0000E0,3.0000E1,-6.8274E0,4.9719E-2,3.9059E-1,2023-11-13_09:47:20,Rec003_Vox2_quest2
GPC,2.9595E-1,1.2807E0,0.0000E0,3.0000E1,-8.0000E0,4.9719E-2,6.3674E-2,2023-11-13_09:47:20,Rec003_Vox2_quest2
Tau,4.5359E0,6.2411E0,0.0000E0,3.0000E1,-7.1967E0,4.9719E-2,3.1031E-1,2023-11-13_09:47:20,Rec003_Vox2_quest2
Asp,4.6271E0,1.1039E1,0.0000E0,3.0000E1,-8.0000E0,4.9719E-2,5.4887E-1,2023-11-13_09:47:20,Rec003_Vox2_quest2
PE,6.3920E-1,5.6616E0,0.0000E0,3.0000E1,-2.8555E0,4.9719E-2,2.8149E-1,2023-11-13_09:47:20,Rec003_Vox2_quest2
Lac,6.3065E0,1.0210E1,0.0000E0,3.0000E1,6.6953E-1,4.9719E-2,5.0765E-1,2023-11-13_09:47:20,Rec003_Vox2_quest2
Ala,6.7682E-1,4.4775E0,0.0000E0,3.0000E1,6.6953E-1,4.9719E-2,2.2262E-1,2023-11-13_09:47:20,Rec003_Vox2_quest2
Gly,7.6700E-1,9.9466E-1,0.0000E0,3.0000E1,-6.2363E0,4.9719E-2,4.9454E-2,2023-11-13_09:47:20,Rec003_Vox2_quest2
mI,3.8350E0,4.9733E0,0.0000E0,3.0000E1,-6.2363E0,4.9719E-2,2.4727E-1,2023-11-13_09:47:20,Rec003_Vox2_quest2
GABA,4.4424E0,5.7229E0,0.0000E0,3.0000E1,-8.0000E0,4.9719E-2,2.8454E-1,2023-11-13_09:47:20,Rec003_Vox2_quest2
Gln,3.8940E0,5.2140E0,0.0000E0,3.0000E1,-6.5865E0,4.9719E-2,2.5924E-1,2023-11-13_09:47:20,Rec003_Vox2_quest2
Glu,7.2474E0,6.9430E0,0.0000E0,3.0000E1,-6.5865E0,4.9719E-2,3.4520E-1,2023-11-13_09:47:20,Rec003_Vox2_quest2
Glc,3.7389E0,5.4931E0,0.0000E0,3.0000E1,1.9076E-1,4.9719E-2,2.7312E-1,2023-11-13_09:47:20,Rec003_Vox2_quest2
PCr,1.2325E0,5.8467E0,0.0000E0,3.0000E1,-6.2101E0,4.9719E-2,2.9069E-1,2023-11-13_09:47:20,Rec003_Vox2_quest2
Cre,1.3695E0,6.4963E0,0.0000E0,3.0000E1,-6.2101E0,4.9719E-2,3.2299E-1,2023-11-13_09:47:20,Rec003_Vox2_quest2
water1,5.6537E-1,2.2005E0,-1.5264E2,3.0000E1,4.9275E0,4.9719E-2,1.0941E-1,2023-11-13_09:47:20,Rec003_Vox2_quest2
water2,4.8583E-1,1.6298E0,4.2589E1,3.0000E1,4.9275E0,4.9719E-2,8.1032E-2,2023-11-13_09:47:20,Rec003_Vox2_quest2
water3,6.2884E-2,9.0970E-1,-1.6945E2,3.0000E1,4.9275E0,4.9719E-2,4.5230E-2,2023-11-13_09:47:20,Rec003_Vox2_quest2
MM09,8.7576E0,1.5424E1,0.0000E0,3.0000E1,-1.7166E0,4.9719E-2,7.6689E-1,2023-11-13_09:47:20,Rec003_Vox2_quest2
MM12,1.0509E1,1.8509E1,0.0000E0,3.0000E1,-8.0000E0,4.9719E-2,9.2027E-1,2023-11-13_09:47:20,Rec003_Vox2_quest2
MM14,9.6585E0,1.7011E1,0.0000E0,3.0000E1,-8.0000E0,4.9719E-2,8.4579E-1,2023-11-13_09:47:20,Rec003_Vox2_quest2
MM19,8.7576E0,1.5424E1,0.0000E0,3.0000E1,-8.0000E0,4.9719E-2,7.6689E-1,2023-11-13_09:47:20,Rec003_Vox2_quest2
MM20,1.0509E1,1.8509E1,0.0000E0,3.0000E1,-8.0000E0,4.9719E-2,9.2027E-1,2023-11-13_09:47:20,Rec003_Vox2_quest2
MM22,8.7576E0,1.5424E1,0.0000E0,3.0000E1,-8.0000E0,4.9719E-2,7.6689E-1,2023-11-13_09:47:20,Rec003_Vox2_quest2
MM27,8.7576E0,1.5424E1,0.0000E0,3.0000E1,-8.0000E0,4.9719E-2,7.6689E-1,2023-11-13_09:47:20,Rec003_Vox2_quest2
MM30,8.7576E0,1.5424E1,0.0000E0,3.0000E1,-8.0000E0,4.9719E-2,7.6689E-1,2023-11-13_09:47:20,Rec003_Vox2_quest2
MM32,8.7576E0,1.5424E1,0.0000E0,3.0000E1,-8.0000E0,4.9719E-2,7.6689E-1,2023-11-13_09:47:20,Rec003_Vox2_quest2
MM37,7.0061E0,1.2339E1,0.0000E0,3.0000E1,-8.0000E0,4.9719E-2,6.1351E-1,2023-11-13_09:47:20,Rec003_Vox2_quest2
MM39,7.0061E0,1.2339E1,0.0000E0,3.0000E1,-8.0000E0,4.9719E-2,6.1351E-1,2023-11-13_09:47:20,Rec003_Vox2_quest2
MM079,1.1385E1,2.0052E1,0.0000E0,3.0000E1,-1.7166E0,4.9719E-2,9.9695E-1,2023-11-13_09:47:20,Rec003_Vox2_quest2
MM087,1.1385E1,2.0052E1,0.0000E0,3.0000E1,-1.7166E0,4.9719E-2,9.9695E-1,2023-11-13_09:47:20,Rec003_Vox2_quest2
MM167,1.8281E1,2.5958E1,0.0000E0,3.0000E1,-8.0000E0,4.9719E-2,1.2906E0,2023-11-13_09:47:20,Rec003_Vox2_quest2
MM181,1.9195E1,2.7256E1,0.0000E0,3.0000E1,-8.0000E0,4.9719E-2,1.3552E0,2023-11-13_09:47:20,Rec003_Vox2_quest2
PCh,1.0000E-12,0.0000E0,0.0000E0,3.0000E1,5.9909E0,0.0000E0,0.0000E0,2023-11-13_09:47:20,Rec002_Vox1_quest2
NAAG,2.0000E-13,8.0507E-1,0.0000E0,3.0000E1,8.0000E0,1.8278E4,1.4715E4,2023-11-13_09:47:20,Rec002_Vox1_quest2
NAA,1.0000E-12,0.0000E0,0.0000E0,3.0000E1,8.0000E0,1.8278E4,0.0000E0,2023-11-13_09:47:20,Rec002_Vox1_quest2
GPC,1.1000E-12,1.2296E0,0.0000E0,3.0000E1,5.9909E0,1.8278E4,2.2475E4,2023-11-13_09:47:20,Rec002_Vox1_quest2
Tau,1.0000E-12,0.0000E0,0.0000E0,3.0000E1,-8.0000E0,1.8278E4,0.0000E0,2023-11-13_09:47:20,Rec002_Vox1_quest2
Asp,1.0000E-12,0.0000E0,0.0000E0,3.0000E1,8.0000E0,1.8278E4,0.0000E0,2023-11-13_09:47:20,Rec002_Vox1_quest2
PE,1.0000E-12,0.0000E0,0.0000E0,3.0000E1,-8.0000E0,1.8278E4,0.0000E0,2023-11-13_09:47:20,Rec002_Vox1_quest2
Lac,1.0000E-12,0.0000E0,0.0000E0,3.0000E1,8.0000E0,1.8278E4,0.0000E0,2023-11-13_09:47:20,Rec002_Vox1_quest2
Ala,1.0000E-12,0.0000E0,0.0000E0,3.0000E1,8.0000E0,1.8278E4,0.0000E0,2023-11-13_09:47:20,Rec002_Vox1_quest2
Gly,1.8000E-12,5.2718E0,0.0000E0,3.0000E1,-8.0000E0,1.8278E4,9.6356E4,2023-11-13_09:47:20,Rec002_Vox1_quest2
mI,1.0000E-12,0.0000E0,0.0000E0,3.0000E1,-8.0000E0,1.8278E4,0.0000E0,2023-11-13_09:47:20,Rec002_Vox1_quest2
GABA,1.0000E-12,0.0000E0,0.0000E0,3.0000E1,8.0000E0,1.8278E4,0.0000E0,2023-11-13_09:47:20,Rec002_Vox1_quest2
Gln,1.0000E-12,0.0000E0,0.0000E0,3.0000E1,8.0000E0,1.8278E4,0.0000E0,2023-11-13_09:47:20,Rec002_Vox1_quest2
Glu,1.0000E-12,0.0000E0,0.0000E0,3.0000E1,8.0000E0,1.8278E4,0.0000E0,2023-11-13_09:47:20,Rec002_Vox1_quest2
Glc,1.0000E-12,0.0000E0,0.0000E0,3.0000E1,-4.2462E-1,1.8278E4,0.0000E0,2023-11-13_09:47:20,Rec002_Vox1_quest2
PCr,1.1000E-12,3.1438E0,0.0000E0,3.0000E1,8.0000E0,1.8278E4,5.7461E4,2023-11-13_09:47:20,Rec002_Vox1_quest2
Cre,1.0000E-12,0.0000E0,0.0000E0,3.0000E1,8.0000E0,1.8278E4,0.0000E0,2023-11-13_09:47:20,Rec002_Vox1_quest2
water1,3.3711E4,1.1207E0,4.7128E1,3.0000E1,5.8044E0,1.8278E4,2.0484E4,2023-11-13_09:47:20,Rec002_Vox1_quest2
water2,5.7406E4,1.9446E0,1.6957E2,3.0000E1,5.8044E0,1.8278E4,3.5543E4,2023-11-13_09:47:20,Rec002_Vox1_quest2
water3,3.3794E4,1.1255E0,-6.7382E1,3.0000E1,5.8044E0,1.8278E4,2.0571E4,2023-11-13_09:47:20,Rec002_Vox1_quest2
MM09,1.0000E-12,0.0000E0,0.0000E0,3.0000E1,8.0000E0,1.8278E4,0.0000E0,2023-11-13_09:47:20,Rec002_Vox1_quest2
MM12,8.0000E-13,7.6471E0,0.0000E0,3.0000E1,-5.8479E0,1.8278E4,1.3977E5,2023-11-13_09:47:20,Rec002_Vox1_quest2
MM14,8.0000E-13,7.6471E0,0.0000E0,3.0000E1,-5.8479E0,1.8278E4,1.3977E5,2023-11-13_09:47:20,Rec002_Vox1_quest2
MM19,1.0000E-12,9.5589E0,0.0000E0,3.0000E1,-5.8479E0,1.8278E4,1.7471E5,2023-11-13_09:47:20,Rec002_Vox1_quest2
MM20,8.0000E-13,7.6471E0,0.0000E0,3.0000E1,-5.8479E0,1.8278E4,1.3977E5,2023-11-13_09:47:20,Rec002_Vox1_quest2
MM22,1.0000E-12,9.5589E0,0.0000E0,3.0000E1,-5.8479E0,1.8278E4,1.7471E5,2023-11-13_09:47:20,Rec002_Vox1_quest2
MM27,1.0000E-12,9.5589E0,0.0000E0,3.0000E1,-5.8479E0,1.8278E4,1.7471E5,2023-11-13_09:47:20,Rec002_Vox1_quest2
MM30,1.0000E-12,9.5589E0,0.0000E0,3.0000E1,-5.8479E0,1.8278E4,1.7471E5,2023-11-13_09:47:20,Rec002_Vox1_quest2
MM32,1.0000E-12,9.5589E0,0.0000E0,3.0000E1,-5.8479E0,1.8278E4,1.7471E5,2023-11-13_09:47:20,Rec002_Vox1_quest2
MM37,8.0000E-13,7.6471E0,0.0000E0,3.0000E1,-5.8479E0,1.8278E4,1.3977E5,2023-11-13_09:47:20,Rec002_Vox1_quest2
MM39,8.0000E-13,7.6471E0,0.0000E0,3.0000E1,-5.8479E0,1.8278E4,1.3977E5,2023-11-13_09:47:20,Rec002_Vox1_quest2
MM079,7.0000E-13,6.6912E0,0.0000E0,3.0000E1,8.0000E0,1.8278E4,1.2230E5,2023-11-13_09:47:20,Rec002_Vox1_quest2
MM087,7.0000E-13,6.6912E0,0.0000E0,3.0000E1,8.0000E0,1.8278E4,1.2230E5,2023-11-13_09:47:20,Rec002_Vox1_quest2
MM167,1.0000E-12,0.0000E0,0.0000E0,3.0000E1,-8.0000E0,1.8278E4,0.0000E0,2023-11-13_09:47:20,Rec002_Vox1_quest2
MM181,9.5000E-13,3.2696E1,0.0000E0,3.0000E1,7.8202E-1,1.8278E4,5.9761E5,2023-11-13_09:47:20,Rec002_Vox1_quest2
PCh,1.8525E-1,1.2202E0,0.0000E0,3.0000E1,-8.0000E0,0.0000E0,2.5642E-2,2023-11-13_09:47:20,Rec007_Vox2_quest2
NAAG,4.0160E-1,1.4802E0,0.0000E0,3.0000E1,-8.0000E0,2.1015E-2,3.1106E-2,2023-11-13_09:47:20,Rec007_Vox2_quest2
NAA,2.0080E0,7.4010E0,0.0000E0,3.0000E1,-8.0000E0,2.1015E-2,1.5553E-1,2023-11-13_09:47:20,Rec007_Vox2_quest2
GPC,1.6672E-1,1.0982E0,0.0000E0,3.0000E1,-8.0000E0,2.1015E-2,2.3078E-2,2023-11-13_09:47:20,Rec007_Vox2_quest2
Tau,1.3660E0,6.2706E0,0.0000E0,3.0000E1,-8.0000E0,2.1015E-2,1.3177E-1,2023-11-13_09:47:20,Rec007_Vox2_quest2
Asp,1.1543E0,1.1193E1,0.0000E0,3.0000E1,-6.8079E0,2.1015E-2,2.3523E-1,2023-11-13_09:47:20,Rec007_Vox2_quest2
PE,5.8507E-1,5.0073E0,0.0000E0,3.0000E1,7.3833E0,2.1015E-2,1.0523E-1,2023-11-13_09:47:20,Rec007_Vox2_quest2
Lac,2.1613E0,1.0199E1,0.0000E0,3.0000E1,-2.9401E0,2.1015E-2,2.1434E-1,2023-11-13_09:47:20,Rec007_Vox2_quest2
Ala,2.9231E-1,4.5731E0,0.0000E0,3.0000E1,-2.9401E0,2.1015E-2,9.6102E-2,2023-11-13_09:47:20,Rec007_Vox2_quest2
Gly,4.5143E-1,1.8106E0,0.0000E0,3.0000E1,-8.0000E0,2.1015E-2,3.8050E-2,2023-11-13_09:47:20,Rec007_Vox2_quest2
mI,1.0509E0,4.9463E0,0.0000E0,3.0000E1,-8.0000E0,2.1015E-2,1.0394E-1,2023-11-13_09:47:20,Rec007_Vox2_quest2
GABA,1.1986E0,5.5504E0,0.0000E0,3.0000E1,-8.0000E0,2.1015E-2,1.1664E-1,2023-11-13_09:47:20,Rec007_Vox2_quest2
Gln,1.1087E0,5.2286E0,0.0000E0,3.0000E1,-6.3425E0,2.1015E-2,1.0988E-1,2023-11-13_09:47:20,Rec007_Vox2_quest2
Glu,2.6253E0,6.9197E0,0.0000E0,3.0000E1,-6.3425E0,2.1015E-2,1.4541E-1,2023-11-13_09:47:20,Rec007_Vox2_quest2
Glc,9.9511E-1,5.3630E0,0.0000E0,3.0000E1,-5.1956E0,2.1015E-2,1.1270E-1,2023-11-13_09:47:20,Rec007_Vox2_quest2
PCr,6.0123E-1,4.6656E0,0.0000E0,3.0000E1,-8.0000E0,2.1015E-2,9.8046E-2,2023-11-13_09:47:20,Rec007_Vox2_quest2
Cre,5.9591E-1,5.0610E0,0.0000E0,3.0000E1,-8.0000E0,2.1015E-2,1.0635E-1,2023-11-13_09:47:20,Rec007_Vox2_quest2
water1,4.4761E-2,9.5554E-1,-1.7669E2,3.0000E1,8.0000E0,2.1015E-2,2.0080E-2,2023-11-13_09:47:20,Rec007_Vox2_quest2
water2,1.5320E-1,1.3804E0,-2.6731E1,3.0000E1,8.0000E0,2.1015E-2,2.9009E-2,2023-11-13_09:47:20,Rec007_Vox2_quest2
water3,5.4190E-2,8.5934E-1,1.2369E2,3.0000E1,8.0000E0,2.1015E-2,1.8059E-2,2023-11-13_09:47:20,Rec007_Vox2_quest2
MM09,2.8591E0,1.3322E1,0.0000E0,3.0000E1,-5.7348E0,2.1015E-2,2.7995E-1,2023-11-13_09:47:20,Rec007_Vox2_quest2
MM12,3.4310E0,1.5986E1,0.0000E0,3.0000E1,-8.0000E0,2.1015E-2,3.3594E-1,2023-11-13_09:47:20,Rec007_Vox2_quest2
