Metabolite,Amplitude,SD,Phase,Damping,DFreq,Noise_from_LastPts,Estimated_CRB,Workflow,Signal
MM20,7.3011E0,1.7136E1,0.0000E0,3.0000E1,-8.0000E0,3.3427E-2,5.7280E-1,2023-11-13_09:47:47,Rec009_Vox1_quest2
MM22,6.0843E0,1.4280E1,0.0000E0,3.0000E1,-8.0000E0,3.3427E-2,4.7734E-1,2023-11-13_09:47:47,Rec009_Vox1_quest2
MM27,6.0843E0,1.4280E1,0.0000E0,3.0000E1,-8.0000E0,3.3427E-2,4.7734E-1,2023-11-13_09:47:47,Rec009_Vox1_quest2
MM30,6.0843E0,1.4280E1,0.0000E0,3.0000E1,-8.0000E0,3.3427E-2,4.7734E-1,2023-11-13_09:47:47,Rec009_Vox1_quest2
MM32,6.0843E0,1.4280E1,0.0000E0,3.0000E1,-8.0000E0,3.3427E-2,4.7734E-1,2023-11-13_09:47:47,Rec009_Vox1_quest2
MM37,4.8674E0,1.1424E1,0.0000E0,3.0000E1,-8.0000E0,3.3427E-2,3.8187E-1,2023-11-13_09:47:47,Rec009_Vox1_quest2
MM39,4.8674E0,1.1424E1,0.0000E0,3.0000E1,-8.0000E0,3.3427E-2,3.8187E-1,2023-11-13_09:47:47,Rec009_Vox1_quest2
MM079,7.9095E0,1.8564E1,0.0000E0,3.0000E1,1.1525E0,3.3427E-2,6.2054E-1,2023-11-13_09:47:47,Rec009_Vox1_quest2
MM087,7.9095E0,1.8564E1,0.0000E0,3.0000E1,1.1525E0,3.3427E-2,6.2054E-1,2023-11-13_09:47:47,Rec009_Vox1_quest2
MM167,1.1799E1,2.6566E1,0.0000E0,3.0000E1,-8.0000E0,3.3427E-2,8.8802E-1,2023-11-13_09:47:47,Rec009_Vox1_quest2
MM181,1.2389E1,2.7894E1,0.0000E0,3.0000E1,-8.0000E0,3.3427E-2,9.3242E-1,2023-11-13_09:47:47,Rec009_Vox1_quest2
PCh,2.6927E-2,1.3040E0,0.0000E0,3.0000E1,-8.0000E0,0.0000E0,4.6472E-2,2023-11-13_09:47:47,Rec016_Vox1_quest2
NAAG,6.1315E-1,1.5478E0,0.0000E0,3.0000E1,-6.3343E0,3.5637E-2,5.5157E-2,2023-11-13_09:47:47,Rec016_Vox1_quest2
NAA,3.0658E0,7.7388E0,0.0000E0,3.0000E1,-6.3343E0,3.5637E-2,2.7578E-1,2023-11-13_09:47:47,Rec016_Vox1_quest2
GPC,2.4235E-2,1.1736E0,0.0000E0,3.0000E1,-8.0000E0,3.5637E-2,4.1825E-2,2023-11-13_09:47:47,Rec016_Vox1_quest2
Tau,2.9196E0,6.0077E0,0.0000E0,3.0000E1,-7.3888E0,3.5637E-2,2.1409E-1,2023-11-13_09:47:47,Rec016_Vox1_quest2
Asp,3.9274E-2,1.1206E1,0.0000E0,3.0000E1,-8.0000E0,3.5637E-2,3.9934E-1,2023-11-13_09:47:47,Rec016_Vox1_quest2
PE,6.3890E-1,5.9452E0,0.0000E0,3.0000E1,-7.0331E0,3.5637E-2,2.1187E-1,2023-11-13_09:47:47,Rec016_Vox1_quest2
Lac,4.0138E0,1.0159E1,0.0000E0,3.0000E1,2.1262E0,3.5637E-2,3.6202E-1,2023-11-13_09:47:47,Rec016_Vox1_quest2
Ala,8.7026E-1,4.4428E0,0.0000E0,3.0000E1,2.1262E0,3.5637E-2,1.5832E-1,2023-11-13_09:47:47,Rec016_Vox1_quest2
Gly,3.6958E-1,9.8663E-1,0.0000E0,3.0000E1,-5.1904E0,3.5637E-2,3.5160E-2,2023-11-13_09:47:47,Rec016_Vox1_quest2
mI,1.8479E0,4.9331E0,0.0000E0,3.0000E1,-5.1904E0,3.5637E-2,1.7580E-1,2023-11-13_09:47:47,Rec016_Vox1_quest2
GABA,1.6390E0,5.6885E0,0.0000E0,3.0000E1,-5.1307E0,3.5637E-2,2.0272E-1,2023-11-13_09:47:47,Rec016_Vox1_quest2
Gln,1.7209E0,5.2552E0,0.0000E0,3.0000E1,-4.6224E0,3.5637E-2,1.8728E-1,2023-11-13_09:47:47,Rec016_Vox1_quest2
Glu,4.8893E0,6.9020E0,0.0000E0,3.0000E1,-4.6224E0,3.5637E-2,2.4596E-1,2023-11-13_09:47:47,Rec016_Vox1_quest2
Glc,8.1032E-1,5.4418E0,0.0000E0,3.0000E1,2.7237E0,3.5637E-2,1.9393E-1,2023-11-13_09:47:47,Rec016_Vox1_quest2
PCr,7.9080E-1,5.1478E0,0.0000E0,3.0000E1,-6.8693E0,3.5637E-2,1.8345E-1,2023-11-13_09:47:47,Rec016_Vox1_quest2
Cre,7.1891E-1,4.6798E0,0.0000E0,3.0000E1,-6.8693E0,3.5637E-2,1.6677E-1,2023-11-13_09:47:47,Rec016_Vox1_quest2
water1,2.1898E-1,1.2744E0,6.1170E1,3.0000E1,-2.2408E0,3.5637E-2,4.5414E-2,2023-11-13_09:47:47,Rec016_Vox1_quest2
water2,1.2226E0,2.3730E0,-1.5617E2,3.0000E1,-2.2408E0,3.5637E-2,8.4565E-2,2023-11-13_09:47:47,Rec016_Vox1_quest2
water3,6.0377E-1,1.5841E0,3.3115E1,3.0000E1,-2.2408E0,3.5637E-2,5.6453E-2,2023-11-13_09:47:47,Rec016_Vox1_quest2
MM09,6.3473E0,1.4297E1,0.0000E0,3.0000E1,-1.8103E-1,3.5637E-2,5.0950E-1,2023-11-13_09:47:47,Rec016_Vox1_quest2
MM12,7.6167E0,1.7156E1,0.0000E0,3.0000E1,-8.0000E0,3.5637E-2,6.1139E-1,2023-11-13_09:47:47,Rec016_Vox1_quest2
MM14,7.6167E0,1.7156E1,0.0000E0,3.0000E1,-8.0000E0,3.5637E-2,6.1139E-1,2023-11-13_09:47:47,Rec016_Vox1_quest2
MM19,6.3473E0,1.4297E1,0.0000E0,3.0000E1,-8.0000E0,3.5637E-2,5.0950E-1,2023-11-13_09:47:47,Rec016_Vox1_quest2
MM20,7.6167E0,1.7156E1,0.0000E0,3.0000E1,-8.0000E0,3.5637E-2,6.1139E-1,2023-11-13_09:47:47,Rec016_Vox1_quest2
MM22,6.3473E0,1.4297E1,0.0000E0,3.0000E1,-8.0000E0,3.5637E-2,5.0950E-1,2023-11-13_09:47:47,Rec016_Vox1_quest2
MM27,6.3473E0,1.4297E1,0.0000E0,3.0000E1,-8.0000E0,3.5637E-2,5.0950E-1,2023-11-13_09:47:47,Rec016_Vox1_quest2
MM30,6.3473E0,1.4297E1,0.0000E0,3.0000E1,-8.0000E0,3.5637E-2,5.0950E-1,2023-11-13_09:47:47,Rec016_Vox1_quest2
MM32,6.3473E0,1.4297E1,0.0000E0,3.0000E1,-8.0000E0,3.5637E-2,5.0950E-1,2023-11-13_09:47:47,Rec016_Vox1_quest2
MM37,5.0778E0,1.1438E1,0.0000E0,3.0000E1,-8.0000E0,3.5637E-2,4.0760E-1,2023-11-13_09:47:47,Rec016_Vox1_quest2
MM39,5.0778E0,1.1438E1,0.0000E0,3.0000E1,-8.0000E0,3.5637E-2,4.0760E-1,2023-11-13_09:47:47,Rec016_Vox1_quest2
MM079,8.2514E0,1.8586E1,0.0000E0,3.0000E1,-1.8103E-1,3.5637E-2,6.6234E-1,2023-11-13_09:47:47,Rec016_Vox1_quest2
MM087,8.2514E0,1.8586E1,0.0000E0,3.0000E1,-1.8103E-1,3.5637E-2,6.6234E-1,2023-11-13_09:47:47,Rec016_Vox1_quest2
MM167,1.1650E1,2.6622E1,0.0000E0,3.0000E1,-8.0000E0,3.5637E-2,9.4871E-1,2023-11-13_09:47:47,Rec016_Vox1_quest2
MM181,1.2233E1,2.7953E1,0.0000E0,3.0000E1,-8.0000E0,3.5637E-2,9.9614E-1,2023-11-13_09:47:47,Rec016_Vox1_quest2
PCh,1.4140E-1,1.3523E0,0.0000E0,3.0000E1,-8.0000E0,0.0000E0,4.1686E-2,2023-11-13_09:47:47,Rec014_Vox1_quest2
NAAG,8.9709E-1,1.4121E0,0.0000E0,3.0000E1,-6.2888E0,3.0826E-2,4.3530E-2,2023-11-13_09:47:47,Rec014_Vox1_quest2
NAA,4.4854E0,7.0606E0,0.0000E0,3.0000E1,-6.2888E0,3.0826E-2,2.1765E-1,2023-11-13_09:47:47,Rec014_Vox1_quest2
GPC,1.2726E-1,1.2171E0,0.0000E0,3.0000E1,-8.0000E0,3.0826E-2,3.7517E-2,2023-11-13_09:47:47,Rec014_Vox1_quest2
Tau,4.0266E0,5.9805E0,0.0000E0,3.0000E1,-5.6543E0,3.0826E-2,1.8435E-1,2023-11-13_09:47:47,Rec014_Vox1_quest2
Asp,3.4662E0,1.0686E1,0.0000E0,3.0000E1,-8.0000E0,3.0826E-2,3.2940E-1,2023-11-13_09:47:47,Rec014_Vox1_quest2
PE,1.6981E0,6.0871E0,0.0000E0,3.0000E1,-5.9670E0,3.0826E-2,1.8764E-1,2023-11-13_09:47:47,Rec014_Vox1_quest2
Lac,5.0068E0,1.0203E1,0.0000E0,3.0000E1,3.2609E0,3.0826E-2,3.1452E-1,2023-11-13_09:47:47,Rec014_Vox1_quest2
Ala,7.9277E-1,4.5175E0,0.0000E0,3.0000E1,3.2609E0,3.0826E-2,1.3926E-1,2023-11-13_09:47:47,Rec014_Vox1_quest2
Gly,6.1486E-1,9.9873E-1,0.0000E0,3.0000E1,-3.9153E0,3.0826E-2,3.0787E-2,2023-11-13_09:47:47,Rec014_Vox1_quest2
mI,3.0743E0,4.9937E0,0.0000E0,3.0000E1,-3.9153E0,3.0826E-2,1.5393E-1,2023-11-13_09:47:47,Rec014_Vox1_quest2
GABA,1.8925E0,5.6329E0,0.0000E0,3.0000E1,-6.9252E0,3.0826E-2,1.7364E-1,2023-11-13_09:47:47,Rec014_Vox1_quest2
Gln,2.6947E0,5.2508E0,0.0000E0,3.0000E1,-3.0209E0,3.0826E-2,1.6186E-1,2023-11-13_09:47:47,Rec014_Vox1_quest2
Glu,7.6306E0,7.0742E0,0.0000E0,3.0000E1,-3.0209E0,3.0826E-2,2.1807E-1,2023-11-13_09:47:47,Rec014_Vox1_quest2
Glc,1.7725E0,5.4012E0,0.0000E0,3.0000E1,-1.9394E0,3.0826E-2,1.6650E-1,2023-11-13_09:47:47,Rec014_Vox1_quest2
PCr,1.3555E0,6.2300E0,0.0000E0,3.0000E1,-7.2302E0,3.0826E-2,1.9204E-1,2023-11-13_09:47:47,Rec014_Vox1_quest2
Cre,1.5061E0,6.9222E0,0.0000E0,3.0000E1,-7.2302E0,3.0826E-2,2.1338E-1,2023-11-13_09:47:47,Rec014_Vox1_quest2
water1,1.1941E0,2.2014E0,-1.2959E2,3.0000E1,8.0000E0,3.0826E-2,6.7861E-2,2023-11-13_09:47:47,Rec014_Vox1_quest2
water2,8.1564E-1,2.3450E0,5.9977E1,3.0000E1,8.0000E0,3.0826E-2,7.2287E-2,2023-11-13_09:47:47,Rec014_Vox1_quest2
water3,1.2597E-1,1.2020E0,-1.8000E2,3.0000E1,8.0000E0,3.0826E-2,3.7054E-2,2023-11-13_09:47:47,Rec014_Vox1_quest2
MM09,5.0838E0,1.4349E1,0.0000E0,3.0000E1,4.9270E0,3.0826E-2,4.4231E-1,2023-11-13_09:47:47,Rec014_Vox1_quest2
MM12,5.8158E0,1.6484E1,0.0000E0,3.0000E1,-4.1763E0,3.0826E-2,5.0814E-1,2023-11-13_09:47:47,Rec014_Vox1_quest2
MM14,6.0353E0,1.7121E1,0.0000E0,3.0000E1,-4.1763E0,3.0826E-2,5.2775E-1,2023-11-13_09:47:47,Rec014_Vox1_quest2
MM19,5.0838E0,1.4349E1,0.0000E0,3.0000E1,-4.1763E0,3.0826E-2,4.4231E-1,2023-11-13_09:47:47,Rec014_Vox1_quest2
MM20,4.0670E0,1.1479E1,0.0000E0,3.0000E1,-4.1763E0,3.0826E-2,3.5385E-1,2023-11-13_09:47:47,Rec014_Vox1_quest2
MM22,5.0838E0,1.4349E1,0.0000E0,3.0000E1,-4.1763E0,3.0826E-2,4.4231E-1,2023-11-13_09:47:47,Rec014_Vox1_quest2
MM27,5.0838E0,1.4349E1,0.0000E0,3.0000E1,-4.1763E0,3.0826E-2,4.4231E-1,2023-11-13_09:47:47,Rec014_Vox1_quest2
MM30,5.0838E0,1.4349E1,0.0000E0,3.0000E1,-4.1763E0,3.0826E-2,4.4231E-1,2023-11-13_09:47:47,Rec014_Vox1_quest2
MM32,5.0838E0,1.4349E1,0.0000E0,3.0000E1,-4.1763E0,3.0826E-2,4.4231E-1,2023-11-13_09:47:47,Rec014_Vox1_quest2
MM37,4.0670E0,1.1479E1,0.0000E0,3.0000E1,-4.1763E0,3.0826E-2,3.5385E-1,2023-11-13_09:47:47,Rec014_Vox1_quest2
MM39,4.5507E0,1.2627E1,0.0000E0,3.0000E1,-4.1763E0,3.0826E-2,3.8925E-1,2023-11-13_09:47:47,Rec014_Vox1_quest2
MM079,3.5586E0,1.0044E1,0.0000E0,3.0000E1,4.9270E0,3.0826E-2,3.0962E-1,2023-11-13_09:47:47,Rec014_Vox1_quest2
MM087,6.6089E0,1.8653E1,0.0000E0,3.0000E1,4.9270E0,3.0826E-2,5.7500E-1,2023-11-13_09:47:47,Rec014_Vox1_quest2
MM167,1.1538E1,2.6586E1,0.0000E0,3.0000E1,-8.0000E0,3.0826E-2,8.1954E-1,2023-11-13_09:47:47,Rec014_Vox1_quest2
MM181,1.2115E1,2.7916E1,0.0000E0,3.0000E1,-8.0000E0,3.0826E-2,8.6052E-1,2023-11-13_09:47:47,Rec014_Vox1_quest2
PCh,2.8211E-1,1.2655E0,0.0000E0,3.0000E1,-8.0000E0,0.0000E0,3.4399E-2,2023-11-13_09:47:47,Rec020_Vox2_quest2
NAAG,6.1271E-1,1.5153E0,0.0000E0,3.0000E1,-8.0000E0,2.7181E-2,4.1188E-2,2023-11-13_09:47:47,Rec020_Vox2_quest2
NAA,3.0635E0,7.5764E0,0.0000E0,3.0000E1,-8.0000E0,2.7181E-2,2.0594E-1,2023-11-13_09:47:47,Rec020_Vox2_quest2
GPC,2.5390E-1,1.1390E0,0.0000E0,3.0000E1,-8.0000E0,2.7181E-2,3.0959E-2,2023-11-13_09:47:47,Rec020_Vox2_quest2
Tau,2.2044E0,6.3215E0,0.0000E0,3.0000E1,-8.0000E0,2.7181E-2,1.7183E-1,2023-11-13_09:47:47,Rec020_Vox2_quest2
Asp,2.0875E0,1.1070E1,0.0000E0,3.0000E1,-8.0000E0,2.7181E-2,3.0090E-1,2023-11-13_09:47:47,Rec020_Vox2_quest2
PE,7.9243E-1,5.0046E0,0.0000E0,3.0000E1,8.0000E0,2.7181E-2,1.3603E-1,2023-11-13_09:47:47,Rec020_Vox2_quest2
Lac,3.4302E0,1.0184E1,0.0000E0,3.0000E1,1.6324E0,2.7181E-2,2.7682E-1,2023-11-13_09:47:47,Rec020_Vox2_quest2
Ala,4.7172E-1,4.4469E0,0.0000E0,3.0000E1,1.6324E0,2.7181E-2,1.2087E-1,2023-11-13_09:47:47,Rec020_Vox2_quest2
Gly,3.6891E-1,9.9029E-1,0.0000E0,3.0000E1,-8.0000E0,2.7181E-2,2.6917E-2,2023-11-13_09:47:47,Rec020_Vox2_quest2
mI,1.8445E0,4.9514E0,0.0000E0,3.0000E1,-8.0000E0,2.7181E-2,1.3459E-1,2023-11-13_09:47:47,Rec020_Vox2_quest2
GABA,2.2743E0,5.6088E0,0.0000E0,3.0000E1,-8.0000E0,2.7181E-2,1.5246E-1,2023-11-13_09:47:47,Rec020_Vox2_quest2
Gln,1.7203E0,5.2502E0,0.0000E0,3.0000E1,-5.7333E0,2.7181E-2,1.4271E-1,2023-11-13_09:47:47,Rec020_Vox2_quest2
Glu,4.9719E0,6.9515E0,0.0000E0,3.0000E1,-5.7333E0,2.7181E-2,1.8895E-1,2023-11-13_09:47:47,Rec020_Vox2_quest2
Glc,2.2348E0,5.4895E0,0.0000E0,3.0000E1,-1.9270E0,2.7181E-2,1.4921E-1,2023-11-13_09:47:47,Rec020_Vox2_quest2
PCr,9.2742E-1,5.4423E0,0.0000E0,3.0000E1,-8.0000E0,2.7181E-2,1.4793E-1,2023-11-13_09:47:47,Rec020_Vox2_quest2
Cre,1.0305E0,6.0470E0,0.0000E0,3.0000E1,-8.0000E0,2.7181E-2,1.6437E-1,2023-11-13_09:47:47,Rec020_Vox2_quest2
water1,4.2791E-1,8.3840E0,-1.2514E2,3.0000E1,8.0000E0,2.7181E-2,2.2789E-1,2023-11-13_09:47:47,Rec020_Vox2_quest2
water2,6.2529E-1,5.6474E0,1.1648E2,3.0000E1,8.0000E0,2.7181E-2,1.5350E-1,2023-11-13_09:47:47,Rec020_Vox2_quest2
water3,1.8165E-1,3.3139E0,-5.3349E1,3.0000E1,8.0000E0,2.7181E-2,9.0077E-2,2023-11-13_09:47:47,Rec020_Vox2_quest2
MM09,4.0368E0,1.3547E1,0.0000E0,3.0000E1,-2.7049E0,2.7181E-2,3.6822E-1,2023-11-13_09:47:47,Rec020_Vox2_quest2
MM12,4.8441E0,1.6256E1,0.0000E0,3.0000E1,-8.0000E0,2.7181E-2,4.4186E-1,2023-11-13_09:47:47,Rec020_Vox2_quest2
MM14,4.6920E0,1.5763E1,0.0000E0,3.0000E1,-8.0000E0,2.7181E-2,4.2847E-1,2023-11-13_09:47:47,Rec020_Vox2_quest2
MM19,4.0368E0,1.3547E1,0.0000E0,3.0000E1,-8.0000E0,2.7181E-2,3.6822E-1,2023-11-13_09:47:47,Rec020_Vox2_quest2
MM20,4.8441E0,1.6256E1,0.0000E0,3.0000E1,-8.0000E0,2.7181E-2,4.4186E-1,2023-11-13_09:47:47,Rec020_Vox2_quest2
MM22,4.0368E0,1.3547E1,0.0000E0,3.0000E1,-8.0000E0,2.7181E-2,3.6822E-1,2023-11-13_09:47:47,Rec020_Vox2_quest2
MM27,4.0368E0,1.3547E1,0.0000E0,3.0000E1,-8.0000E0,2.7181E-2,3.6822E-1,2023-11-13_09:47:47,Rec020_Vox2_quest2
MM30,4.0368E0,1.3547E1,0.0000E0,3.0000E1,-8.0000E0,2.7181E-2,3.6822E-1,2023-11-13_09:47:47,Rec020_Vox2_quest2
MM32,4.0368E0,1.3547E1,0.0000E0,3.0000E1,-8.0000E0,2.7181E-2,3.6822E-1,2023-11-13_09:47:47,Rec020_Vox2_quest2
MM37,3.2294E0,1.0837E1,0.0000E0,3.0000E1,-8.0000E0,2.7181E-2,2.9457E-1,2023-11-13_09:47:47,Rec020_Vox2_quest2
MM39,3.2294E0,1.0837E1,0.0000E0,3.0000E1,-8.0000E0,2.7181E-2,2.9457E-1,2023-11-13_09:47:47,Rec020_Vox2_quest2
MM079,2.8258E0,9.4826E0,0.0000E0,3.0000E1,-2.7049E0,2.7181E-2,2.5775E-1,2023-11-13_09:47:47,Rec020_Vox2_quest2
MM087,5.2478E0,1.7611E1,0.0000E0,3.0000E1,-2.7049E0,2.7181E-2,4.7868E-1,2023-11-13_09:47:47,Rec020_Vox2_quest2
MM167,1.0965E1,2.6861E1,0.0000E0,3.0000E1,-8.0000E0,2.7181E-2,7.3012E-1,2023-11-13_09:47:47,Rec020_Vox2_quest2
MM181,1.1513E1,2.8204E1,0.0000E0,3.0000E1,-8.0000E0,2.7181E-2,7.6663E-1,2023-11-13_09:47:47,Rec020_Vox2_quest2
PCh,1.1847E-1,1.3198E0,0.0000E0,2.9430E1,-8.0000E0,0.0000E0,4.2711E-2,2023-11-13_09:47:47,Rec019_Vox1_quest2
NAAG,8.6447E-1,1.4838E0,0.0000E0,2.9430E1,-7.2793E0,3.2360E-2,4.8016E-2,2023-11-13_09:47:47,Rec019_Vox1_quest2
NAA,4.3223E0,7.4190E0,0.0000E0,2.9430E1,-7.2793E0,3.2360E-2,2.4008E-1,2023-11-13_09:47:47,Rec019_Vox1_quest2
GPC,1.0663E-1,1.1879E0,0.0000E0,2.9430E1,-8.0000E0,3.2360E-2,3.8440E-2,2023-11-13_09:47:47,Rec019_Vox1_quest2
Tau,4.3303E0,5.8799E0,0.0000E0,2.9430E1,-5.8033E0,3.2360E-2,1.9028E-1,2023-11-13_09:47:47,Rec019_Vox1_quest2
Asp,2.0017E0,1.1039E1,0.0000E0,2.9430E1,-8.0000E0,3.2360E-2,3.5722E-1,2023-11-13_09:47:47,Rec019_Vox1_quest2
PE,1.6464E0,5.8808E0,0.0000E0,2.9430E1,-6.4539E0,3.2360E-2,1.9030E-1,2023-11-13_09:47:47,Rec019_Vox1_quest2
Lac,4.4101E0,1.0132E1,0.0000E0,2.9430E1,1.5670E0,3.2360E-2,3.2786E-1,2023-11-13_09:47:47,Rec019_Vox1_quest2
Ala,8.1613E-1,4.4260E0,0.0000E0,2.9430E1,1.5670E0,3.2360E-2,1.4323E-1,2023-11-13_09:47:47,Rec019_Vox1_quest2
Gly,5.9429E-1,9.9290E-1,0.0000E0,2.9430E1,-5.9596E0,3.2360E-2,3.2131E-2,2023-11-13_09:47:47,Rec019_Vox1_quest2
mI,2.9715E0,4.9645E0,0.0000E0,2.9430E1,-5.9596E0,3.2360E-2,1.6065E-1,2023-11-13_09:47:47,Rec019_Vox1_quest2
GABA,1.6985E0,5.6181E0,0.0000E0,2.9430E1,-7.4679E0,3.2360E-2,1.8180E-1,2023-11-13_09:47:47,Rec019_Vox1_quest2
Gln,3.2792E0,5.1988E0,0.0000E0,2.9430E1,-5.2250E0,3.2360E-2,1.6824E-1,2023-11-13_09:47:47,Rec019_Vox1_quest2
Glu,5.5800E0,6.8576E0,0.0000E0,2.9430E1,-5.2250E0,3.2360E-2,2.2191E-1,2023-11-13_09:47:47,Rec019_Vox1_quest2
Glc,1.8633E0,5.3432E0,0.0000E0,2.9430E1,-5.4110E-1,3.2360E-2,1.7291E-1,2023-11-13_09:47:47,Rec019_Vox1_quest2
PCr,1.3551E0,6.0854E0,0.0000E0,2.9430E1,-7.8906E0,3.2360E-2,1.9693E-1,2023-11-13_09:47:47,Rec019_Vox1_quest2
Cre,1.5057E0,6.7616E0,0.0000E0,2.9430E1,-7.8906E0,3.2360E-2,2.1881E-1,2023-11-13_09:47:47,Rec019_Vox1_quest2
water1,1.3506E0,2.0414E0,-1.2354E2,2.9430E1,8.0000E0,3.2360E-2,6.6060E-2,2023-11-13_09:47:47,Rec019_Vox1_quest2
water2,1.2610E0,2.6850E0,6.0002E1,2.9430E1,8.0000E0,3.2360E-2,8.6886E-2,2023-11-13_09:47:47,Rec019_Vox1_quest2
water3,3.0821E-1,1.2124E0,-1.6716E2,2.9430E1,8.0000E0,3.2360E-2,3.9232E-2,2023-11-13_09:47:47,Rec019_Vox1_quest2
MM09,4.9446E0,1.4069E1,0.0000E0,2.9430E1,3.2081E0,3.2360E-2,4.5527E-1,2023-11-13_09:47:47,Rec019_Vox1_quest2
MM12,5.9335E0,1.6883E1,0.0000E0,2.9430E1,-8.0000E0,3.2360E-2,5.4633E-1,2023-11-13_09:47:47,Rec019_Vox1_quest2
MM14,5.9335E0,1.6883E1,0.0000E0,2.9430E1,-8.0000E0,3.2360E-2,5.4633E-1,2023-11-13_09:47:47,Rec019_Vox1_quest2
MM19,4.9446E0,1.4069E1,0.0000E0,2.9430E1,-8.0000E0,3.2360E-2,4.5527E-1,2023-11-13_09:47:47,Rec019_Vox1_quest2
MM20,3.9557E0,1.1255E1,0.0000E0,2.9430E1,-8.0000E0,3.2360E-2,3.6422E-1,2023-11-13_09:47:47,Rec019_Vox1_quest2
MM22,4.9446E0,1.4069E1,0.0000E0,2.9430E1,-8.0000E0,3.2360E-2,4.5527E-1,2023-11-13_09:47:47,Rec019_Vox1_quest2
MM27,4.9446E0,1.4069E1,0.0000E0,2.9430E1,-8.0000E0,3.2360E-2,4.5527E-1,2023-11-13_09:47:47,Rec019_Vox1_quest2
MM30,4.9446E0,1.4069E1,0.0000E0,2.9430E1,-8.0000E0,3.2360E-2,4.5527E-1,2023-11-13_09:47:47,Rec019_Vox1_quest2
MM32,4.9446E0,1.4069E1,0.0000E0,2.9430E1,-8.0000E0,3.2360E-2,4.5527E-1,2023-11-13_09:47:47,Rec019_Vox1_quest2
MM37,3.9557E0,1.1255E1,0.0000E0,2.9430E1,-8.0000E0,3.2360E-2,3.6422E-1,2023-11-13_09:47:47,Rec019_Vox1_quest2
MM39,3.9557E0,1.1255E1,0.0000E0,2.9430E1,-8.0000E0,3.2360E-2,3.6422E-1,2023-11-13_09:47:47,Rec019_Vox1_quest2
MM079,5.0801E0,1.4120E1,0.0000E0,2.9430E1,3.2081E0,3.2360E-2,4.5691E-1,2023-11-13_09:47:47,Rec019_Vox1_quest2
MM087,6.4280E0,1.8290E1,0.0000E0,2.9430E1,3.2081E0,3.2360E-2,5.9186E-1,2023-11-13_09:47:47,Rec019_Vox1_quest2
MM167,9.8449E0,2.6816E1,0.0000E0,2.9430E1,-8.0000E0,3.2360E-2,8.6779E-1,2023-11-13_09:47:47,Rec019_Vox1_quest2
MM181,1.0337E1,2.8157E1,0.0000E0,2.9430E1,-8.0000E0,3.2360E-2,9.1118E-1,2023-11-13_09:47:47,Rec019_Vox1_quest2
PCh,1.1934E-1,1.2201E0,0.0000E0,3.0000E1,-8.0000E0,0.0000E0,3.8128E-2,2023-11-13_09:47:47,Rec015_Vox1_quest2
NAAG,4.9350E-1,1.5151E0,0.0000E0,3.0000E1,-8.0000E0,3.1251E-2,4.7349E-2,2023-11-13_09:47:47,Rec015_Vox1_quest2
NAA,2.4675E0,7.5756E0,0.0000E0,3.0000E1,-8.0000E0,3.1251E-2,2.3674E-1,2023-11-13_09:47:47,Rec015_Vox1_quest2
GPC,1.3127E-1,1.3421E0,0.0000E0,3.0000E1,-8.0000E0,3.1251E-2,4.1941E-2,2023-11-13_09:47:47,Rec015_Vox1_quest2
Tau,1.9371E0,5.9528E0,0.0000E0,3.0000E1,-8.0000E0,3.1251E-2,1.8603E-1,2023-11-13_09:47:47,Rec015_Vox1_quest2
Asp,9.9998E-1,1.1095E1,0.0000E0,3.0000E1,-8.0000E0,3.1251E-2,3.4673E-1,2023-11-13_09:47:47,Rec015_Vox1_quest2
PE,1.5873E-1,5.9927E0,0.0000E0,3.0000E1,-8.0000E0,3.1251E-2,1.8728E-1,2023-11-13_09:47:47,Rec015_Vox1_quest2
Lac,3.4939E0,1.0243E1,0.0000E0,3.0000E1,8.0000E0,3.1251E-2,3.2011E-1,2023-11-13_09:47:47,Rec015_Vox1_quest2
Ala,6.1388E-1,4.3668E0,0.0000E0,3.0000E1,8.0000E0,3.1251E-2,1.3647E-1,2023-11-13_09:47:47,Rec015_Vox1_quest2
Gly,6.1087E-1,1.7625E0,0.0000E0,3.0000E1,-8.0000E0,3.1251E-2,5.5080E-2,2023-11-13_09:47:47,Rec015_Vox1_quest2
mI,1.7231E0,4.9712E0,0.0000E0,3.0000E1,-8.0000E0,3.1251E-2,1.5535E-1,2023-11-13_09:47:47,Rec015_Vox1_quest2
GABA,1.8888E0,5.6025E0,0.0000E0,3.0000E1,-8.0000E0,3.1251E-2,1.7508E-1,2023-11-13_09:47:47,Rec015_Vox1_quest2
Gln,1.4144E0,5.2532E0,0.0000E0,3.0000E1,-5.5769E0,3.1251E-2,1.6417E-1,2023-11-13_09:47:47,Rec015_Vox1_quest2
Glu,3.8856E0,6.8800E0,0.0000E0,3.0000E1,-5.5769E0,3.1251E-2,2.1501E-1,2023-11-13_09:47:47,Rec015_Vox1_quest2
Glc,3.6804E-1,5.4434E0,0.0000E0,3.0000E1,-6.6554E-1,3.1251E-2,1.7011E-1,2023-11-13_09:47:47,Rec015_Vox1_quest2
PCr,4.4511E-1,4.4387E0,0.0000E0,3.0000E1,-8.0000E0,3.1251E-2,1.3871E-1,2023-11-13_09:47:47,Rec015_Vox1_quest2
